City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
340,ha giang,22.8333,104.9833,299.62,86,96,1.15,VN,1699239133
341,itanagar,27.1,93.6167,296.68,57,0,1.36,IN,1699239432
342,usogorsk,63.4106,48.6872,274.63,96,100,4.72,RU,1699239432
343,arawa,-6.2132,155.5367,302.22,82,99,0.57,PG,1699239432
344,caxito,-8.5785,13.6643,297.59,92,98,1.44,AO,1699239432
345,nadym,65.5333,72.5167,258.76,94,8,3.06,RU,1699239432
346,aromashevo,56.8602,68.6375,271.41,82,100,4.16,RU,1699239432
347,enewetak,11.3474,162.3373,301.56,69,99,9.12,MH,1699239432
348,conceicao da barra,-18.5933,-39.7322,296.33,74,100,5.21,BR,1699239432
349,utrik,11.2278,169.8474,301.32,78,90,8.58,MH,1699239432
350,rongelap,11.1635,166.8941,301.07,77,95,9.16,MH,1699239433
351,aitape,-3.1374,142.3475,301.62,81,100,2.81,PG,1699239433
352,kerbakhiar,40.1067,46.0383,282.27,47,2,3.07,AZ,1699239433
353,the pas,53.8251,-101.2541,268.16,93,100,4.12,CA,1699239433
354,cottage grove,44.8277,-92.9438,287.53,62,75,6.17,US,1699239433
355,mata-utu,-13.2816,-176.1745,301.02,80,98,9.78,WF,1699239433
356,leh,34.1667,77.5833,273.76,32,21,0.32,IN,1699239433
357,sisimiut,66.9395,-53.6735,269.06,56,100,4.74,GL,1699239433
358,labytnangi,66.6572,66.4183,260.45,92,100,0.74,RU,1699239433
359,college,64.8569,-147.8028,266.12,84,100,2.06,US,1699239278
360,ola,59.5833,151.2833,267.37,69,47,4.83,RU,1699239434
361,vila velha,-20.3297,-40.2925,295.12,78,0,4.63,BR,1699239434
362,prieska,-29.6641,22.7474,292.09,24,1,0.96,ZA,1699239434
